,Unnamed: 0,RecordingTime [ms],Time of Day [h:m:s:ms],Trial,Stimulus,Export Start Trial Time [ms],Export End Trial Time [ms],Participant,Color,Tracking Ratio [%],Category Group,Category Right,Index Right,Pupil Size Right X [px],Pupil Size Right Y [px],Pupil Diameter Right [mm],Point of Regard Right X [px],Point of Regard Right Y [px],AOI Name Right,AOI Group Right,AOI Scope Right,AOI Order Right,Gaze Vector Right X,Gaze Vector Right Y,Gaze Vector Right Z,Eye Position Right X [mm],Eye Position Right Y [mm],Eye Position Right Z [mm],Pupil Position Right X [px],Pupil Position Right Y [px],Annotation Name,Annotation Description,Annotation Tags,Mouse Position X [px],Mouse Position Y [px],Scroll Direction X,Scroll Direction Y,Content
6198,6198,3135003.258,12:55:01:187,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,-,-,17.1110,17.1110,4.2095,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-100.7369,-84.2284,664.9507,1108.1452,836.0443,-,-,-,-,-,-,-,-
6199,6199,3135023.135,12:55:01:206,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,-,-,17.2042,17.2042,4.2317,0.0000,0.0000,-,-,-,-,0.0000,0.0000,0.0000,-100.7283,-84.2188,664.8757,1108.3176,836.0982,-,-,-,-,-,-,-,-
6200,6200,3135043.0,12:55:01:226,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,-,-,17.2132,17.2132,4.2356,200.2994,1115.4939,-,-,-,-,0.0000,0.0000,0.0000,-100.5939,-83.8914,665.2279,1107.4197,833.5634,-,-,-,-,-,-,-,-
6201,6201,3135062.875,12:55:01:246,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,-,-,17.2136,17.2136,4.2343,367.7808,759.2038,-,-,-,-,0.0000,0.0000,0.0000,-99.9963,-83.2220,665.1705,1103.6516,828.2348,-,-,-,-,-,-,-,-
6202,6202,3135082.741,12:55:01:266,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,1,17.3333,17.3333,4.2655,409.3255,654.7561,-,-,-,-,0.0000,0.0000,0.0000,-99.8667,-83.1409,665.5501,1102.2416,826.5958,-,-,-,-,-,-,-,-
6203,6203,3135102.62,12:55:01:286,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,1,17.3036,17.3036,4.2618,450.6142,654.1888,-,-,-,-,0.0000,0.0000,0.0000,-100.0535,-83.3144,666.0673,1102.2487,826.8851,-,-,-,-,-,-,-,-
6204,6204,3135122.508,12:55:01:306,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,1,17.2628,17.2628,4.2580,438.6484,654.9236,-,-,-,-,0.0000,0.0000,0.0000,-100.1722,-83.4160,667.0361,1102.2060,826.9410,-,-,-,-,-,-,-,-
6205,6205,3135142.495,12:55:01:326,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,1,17.1992,17.1992,4.2449,442.4512,649.8753,-,-,-,-,0.0000,0.0000,0.0000,-100.2579,-83.4853,667.3999,1102.2841,826.8714,-,-,-,-,-,-,-,-
6206,6206,3135162.378,12:55:01:346,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,1,16.9263,16.9263,4.1811,439.8212,650.0956,-,-,-,-,0.0000,0.0000,0.0000,-100.3090,-83.5834,667.8368,1102.4206,827.0579,-,-,-,-,-,-,-,-
6207,6207,3135182.247,12:55:01:366,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,1,17.0625,17.0625,4.2156,437.2100,647.8137,-,-,-,-,0.0000,0.0000,0.0000,-100.3300,-83.6237,668.0379,1102.5035,827.1255,-,-,-,-,-,-,-,-
6208,6208,3135202.131,12:55:01:385,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Saccade,1,16.1672,16.1672,3.9961,447.2102,638.6377,-,-,-,-,0.0000,0.0000,0.0000,-100.2383,-83.4786,667.8857,1101.9809,826.6638,-,-,-,-,-,-,-,-
6209,6209,3135222.013,12:55:01:405,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,16.4833,16.4833,4.0721,566.5511,616.6596,-,-,-,-,0.0000,0.0000,0.0000,-99.8707,-83.2890,667.7787,1099.6479,825.7265,-,-,-,-,-,-,-,-
6210,6210,3135241.867,12:55:01:425,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,16.4083,16.4083,4.0548,579.6057,602.0798,-,-,-,-,0.0000,0.0000,0.0000,-99.9899,-83.3038,667.9348,1099.6800,825.7229,-,-,-,-,-,-,-,-
6211,6211,3135261.755,12:55:01:445,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,16.1568,16.1568,3.9943,589.5375,583.8930,-,-,-,-,0.0000,0.0000,0.0000,-100.1527,-83.2886,668.0591,1099.9639,825.3190,-,-,-,-,-,-,-,-
6212,6212,3135281.616,12:55:01:465,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,15.7659,15.7659,3.9021,596.2221,575.1079,-,-,-,-,0.0000,0.0000,0.0000,-100.2564,-83.2998,668.5991,1100.1640,825.1120,-,-,-,-,-,-,-,-
6213,6213,3135301.625,12:55:01:485,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,15.2675,15.2675,3.7818,598.2315,566.6917,-,-,-,-,0.0000,0.0000,0.0000,-100.3561,-83.3407,668.8433,1100.3716,824.9982,-,-,-,-,-,-,-,-
6214,6214,3135321.508,12:55:01:505,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,15.7948,15.7948,3.9096,595.2338,586.7850,-,-,-,-,0.0000,0.0000,0.0000,-100.2617,-83.3983,668.6610,1100.4706,825.8330,-,-,-,-,-,-,-,-
6215,6215,3135341.374,12:55:01:525,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,15.1838,15.1838,3.7593,594.1496,572.3735,-,-,-,-,0.0000,0.0000,0.0000,-100.2334,-83.3790,668.4755,1100.2227,825.6612,-,-,-,-,-,-,-,-
6216,6216,3135361.256,12:55:01:545,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,2,15.1314,15.1314,3.7479,593.6002,583.2377,-,-,-,-,0.0000,0.0000,0.0000,-100.1588,-83.4732,668.7304,1099.6854,826.0090,-,-,-,-,-,-,-,-
6217,6217,3135381.114,12:55:01:564,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Saccade,2,15.0005,15.0005,3.7147,595.2399,569.5863,-,-,-,-,0.0000,0.0000,0.0000,-99.9817,-83.3842,668.5370,1099.2451,825.5996,-,-,-,-,-,-,-,-
6218,6218,3135401.007,12:55:01:584,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,14.8288,14.8288,3.6745,602.3365,549.0488,-,-,-,-,0.0000,0.0000,0.0000,-99.9007,-83.3686,668.8903,1098.4568,824.7037,-,-,-,-,-,-,-,-
6219,6219,3135420.881,12:55:01:604,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,14.2934,14.2934,3.5444,602.7766,550.6587,-,-,-,-,0.0000,0.0000,0.0000,-99.8201,-83.2261,669.0537,1098.1715,824.1919,-,-,-,-,-,-,-,-
6220,6220,3135440.737,12:55:01:624,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,14.5588,14.5588,3.6084,606.7695,546.6536,-,-,-,-,0.0000,0.0000,0.0000,-99.7798,-83.1700,668.9058,1098.0799,824.3525,-,-,-,-,-,-,-,-
6221,6221,3135460.756,12:55:01:644,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,14.4619,14.4619,3.5835,607.4542,537.0351,-,-,-,-,0.0000,0.0000,0.0000,-99.8652,-83.1527,668.6452,1098.4592,824.0925,-,-,-,-,-,-,-,-
6222,6222,3135480.62,12:55:01:664,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,14.1362,14.1362,3.5046,608.2227,543.1506,-,-,-,-,0.0000,0.0000,0.0000,-99.9183,-83.1966,668.7681,1098.8016,824.2429,-,-,-,-,-,-,-,-
6223,6223,3135500.504,12:55:01:684,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.7333,13.7333,3.4058,611.6132,535.3661,-,-,-,-,0.0000,0.0000,0.0000,-99.9999,-83.2687,668.6668,1099.0938,824.5632,-,-,-,-,-,-,-,-
6224,6224,3135520.369,12:55:01:704,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,14.1347,14.1347,3.5044,615.7801,529.3592,-,-,-,-,0.0000,0.0000,0.0000,-99.9996,-83.3374,668.7757,1098.9536,824.8859,-,-,-,-,-,-,-,-
6225,6225,3135540.245,12:55:01:724,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,14.3570,14.3570,3.5592,618.1480,535.1398,-,-,-,-,0.0000,0.0000,0.0000,-100.0116,-83.3869,668.8647,1098.8876,825.1264,-,-,-,-,-,-,-,-
6226,6226,3135560.128,12:55:01:743,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.7563,13.7563,3.4168,620.5606,529.0529,-,-,-,-,0.0000,0.0000,0.0000,-100.0939,-83.4669,669.7253,1098.4311,824.8268,-,-,-,-,-,-,-,-
6227,6227,3135579.993,12:55:01:763,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.7509,13.7509,3.4182,622.1900,522.9166,-,-,-,-,0.0000,0.0000,0.0000,-100.0303,-83.4088,670.2936,1098.2351,824.4656,-,-,-,-,-,-,-,-
6228,6228,3135599.877,12:55:01:783,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.6167,13.6167,3.3840,619.8954,530.0024,-,-,-,-,0.0000,0.0000,0.0000,-99.9437,-83.3108,670.0285,1098.0141,824.3791,-,-,-,-,-,-,-,-
6229,6229,3135619.87,12:55:01:803,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.6717,13.6717,3.3961,622.2577,529.4146,-,-,-,-,0.0000,0.0000,0.0000,-99.9050,-83.2802,669.7710,1097.9348,824.3887,-,-,-,-,-,-,-,-
6230,6230,3135639.747,12:55:01:823,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.3022,13.3022,3.3063,624.1200,526.1132,-,-,-,-,0.0000,0.0000,0.0000,-99.8968,-83.2960,669.8903,1097.6623,824.1178,-,-,-,-,-,-,-,-
6231,6231,3135659.627,12:55:01:843,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.3778,13.3778,3.3239,619.9992,525.4147,-,-,-,-,0.0000,0.0000,0.0000,-99.8071,-83.2979,669.7156,1097.6876,824.4387,-,-,-,-,-,-,-,-
6232,6232,3135679.491,12:55:01:863,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.4430,13.4430,3.3410,619.2461,525.8025,-,-,-,-,0.0000,0.0000,0.0000,-99.8156,-83.3626,669.9402,1097.5258,824.5980,-,-,-,-,-,-,-,-
6233,6233,3135699.378,12:55:01:883,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.2864,13.2864,3.3056,619.1918,522.9623,-,-,-,-,0.0000,0.0000,0.0000,-99.9285,-83.4682,670.5330,1097.6326,824.5587,-,-,-,-,-,-,-,-
6234,6234,3135719.25,12:55:01:903,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.8589,12.8589,3.2018,619.9874,509.0133,-,-,-,-,0.0000,0.0000,0.0000,-99.9809,-83.5129,670.7019,1097.6301,824.0796,-,-,-,-,-,-,-,-
6235,6235,3135739.122,12:55:01:922,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,13.0161,13.0161,3.2410,617.7414,524.8993,-,-,-,-,0.0000,0.0000,0.0000,-100.0008,-83.5297,670.8450,1097.6988,824.3905,-,-,-,-,-,-,-,-
6236,6236,3135758.998,12:55:01:942,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.3854,12.3854,3.0838,619.0965,512.6244,-,-,-,-,0.0000,0.0000,0.0000,-99.9165,-83.3819,670.2692,1097.7113,823.9165,-,-,-,-,-,-,-,-
6237,6237,3135778.99,12:55:01:962,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.5043,12.5043,3.1143,616.7116,509.1546,-,-,-,-,0.0000,0.0000,0.0000,-99.9879,-83.3631,670.5879,1097.8516,823.7853,-,-,-,-,-,-,-,-
6238,6238,3135798.873,12:55:01:982,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.9063,12.9063,3.2169,618.6305,504.2429,-,-,-,-,0.0000,0.0000,0.0000,-100.0860,-83.4238,671.4648,1097.6272,823.6786,-,-,-,-,-,-,-,-
6239,6239,3135818.733,12:55:02:002,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.5113,12.5113,3.1208,617.6910,496.6057,-,-,-,-,0.0000,0.0000,0.0000,-99.9952,-83.3760,671.6396,1097.2887,823.3247,-,-,-,-,-,-,-,-
6240,6240,3135838.62,12:55:02:022,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.2701,12.2701,3.0622,619.6126,501.0971,-,-,-,-,0.0000,0.0000,0.0000,-100.0107,-83.3899,671.7704,1097.1338,823.2630,-,-,-,-,-,-,-,-
6241,6241,3135858.516,12:55:02:042,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.3514,12.3514,3.0827,620.0126,500.7484,-,-,-,-,0.0000,0.0000,0.0000,-100.0260,-83.4196,671.8818,1097.1693,823.4378,-,-,-,-,-,-,-,-
6242,6242,3135878.366,12:55:02:062,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.6153,12.6153,3.1475,624.8891,495.3695,-,-,-,-,0.0000,0.0000,0.0000,-99.9831,-83.4360,671.9029,1096.8493,823.6366,-,-,-,-,-,-,-,-
6243,6243,3135898.248,12:55:02:082,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,11.2972,11.2972,2.8218,615.9751,476.4410,-,-,-,-,0.0000,0.0000,0.0000,-99.8611,-83.3547,671.3620,1097.5433,822.6847,-,-,-,-,-,-,-,-
6244,6244,3135918.1,12:55:02:101,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,11.5612,11.5612,2.8871,619.0831,474.4909,-,-,-,-,0.0000,0.0000,0.0000,-99.8400,-83.3541,671.5086,1096.9576,822.6778,-,-,-,-,-,-,-,-
6245,6245,3135938.118,12:55:02:121,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,3,12.1080,12.1080,3.0218,617.7396,479.5860,-,-,-,-,0.0000,0.0000,0.0000,-99.8626,-83.3720,671.6567,1096.7356,823.1857,-,-,-,-,-,-,-,-
6246,6246,3135958.013,12:55:02:141,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Saccade,3,12.4614,12.4614,3.1091,620.6349,476.8575,-,-,-,-,0.0000,0.0000,0.0000,-99.8816,-83.4031,671.7818,1096.6191,823.3502,-,-,-,-,-,-,-,-
6247,6247,3135977.869,12:55:02:161,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.1272,12.1272,3.0272,623.4180,455.2191,-,-,-,-,0.0000,0.0000,0.0000,-99.9221,-83.4862,671.7926,1096.5358,823.1772,-,-,-,-,-,-,-,-
6248,6248,3135997.746,12:55:02:181,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,11.9626,11.9626,2.9877,626.6970,441.4201,-,-,-,-,0.0000,0.0000,0.0000,-99.9386,-83.5195,671.9816,1096.5923,823.2905,-,-,-,-,-,-,-,-
6249,6249,3136017.609,12:55:02:201,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.4102,12.4102,3.0982,624.2390,480.1748,-,-,-,-,0.0000,0.0000,0.0000,-99.9259,-83.5565,672.1379,1096.5441,823.9482,-,-,-,-,-,-,-,-
6250,6250,3136037.493,12:55:02:221,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.2207,12.2207,3.0518,620.8015,480.3940,-,-,-,-,0.0000,0.0000,0.0000,-99.8938,-83.6140,672.1491,1096.6534,823.9031,-,-,-,-,-,-,-,-
6251,6251,3136057.372,12:55:02:241,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.4985,12.4985,3.1201,617.8429,486.9274,-,-,-,-,0.0000,0.0000,0.0000,-99.8981,-83.6183,672.1754,1096.7117,824.1500,-,-,-,-,-,-,-,-
6252,6252,3136077.36,12:55:02:261,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.3071,12.3071,3.0738,616.8190,489.1327,-,-,-,-,0.0000,0.0000,0.0000,-99.9545,-83.5823,672.3360,1096.7632,824.0151,-,-,-,-,-,-,-,-
6253,6253,3136097.244,12:55:02:281,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.4883,12.4883,3.1189,614.6441,474.1493,-,-,-,-,0.0000,0.0000,0.0000,-99.9741,-83.5963,672.4611,1096.7037,824.0634,-,-,-,-,-,-,-,-
6254,6254,3136117.106,12:55:02:300,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.3383,12.3383,3.0838,619.4024,466.8970,-,-,-,-,0.0000,0.0000,0.0000,-100.0542,-83.5702,672.8358,1096.6072,823.2715,-,-,-,-,-,-,-,-
6255,6255,3136136.99,12:55:02:320,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.1080,12.1080,3.0256,616.5345,486.2931,-,-,-,-,0.0000,0.0000,0.0000,-99.9614,-83.4413,672.5006,1096.7356,823.1857,-,-,-,-,-,-,-,-
6256,6256,3136156.858,12:55:02:340,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.2790,12.2790,3.0672,619.5922,480.2194,-,-,-,-,0.0000,0.0000,0.0000,-99.9807,-83.4353,672.4119,1096.6955,823.0480,-,-,-,-,-,-,-,-
6257,6257,3136176.732,12:55:02:360,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.2186,12.2186,3.0499,620.2596,479.3511,-,-,-,-,0.0000,0.0000,0.0000,-99.9357,-83.4151,671.8591,1096.8287,823.1017,-,-,-,-,-,-,-,-
6258,6258,3136196.623,12:55:02:380,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.5805,12.5805,3.1386,619.7095,491.4500,-,-,-,-,0.0000,0.0000,0.0000,-99.9316,-83.4564,671.8297,1096.8000,823.6631,-,-,-,-,-,-,-,-
6259,6259,3136216.478,12:55:02:400,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.5949,12.5949,3.1419,618.5279,489.8920,-,-,-,-,0.0000,0.0000,0.0000,-99.9242,-83.4912,671.7745,1096.8914,823.8335,-,-,-,-,-,-,-,-
6260,6260,3136236.491,12:55:02:420,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.5795,12.5795,3.1366,619.2937,494.0994,-,-,-,-,0.0000,0.0000,0.0000,-99.8922,-83.4857,671.4406,1096.8726,823.9094,-,-,-,-,-,-,-,-
6261,6261,3136256.369,12:55:02:440,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.4557,12.4557,3.1048,621.7321,503.3385,-,-,-,-,0.0000,0.0000,0.0000,-99.8446,-83.4458,671.1195,1096.9037,824.0362,-,-,-,-,-,-,-,-
6262,6262,3136276.237,12:55:02:460,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.2554,12.2554,3.0543,619.0652,484.3130,-,-,-,-,0.0000,0.0000,0.0000,-99.8028,-83.4102,670.8307,1097.0711,823.9705,-,-,-,-,-,-,-,-
6263,6263,3136296.118,12:55:02:479,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.7557,12.7557,3.1775,618.0571,501.2562,-,-,-,-,0.0000,0.0000,0.0000,-99.8486,-83.4276,670.9522,1097.3546,824.2042,-,-,-,-,-,-,-,-
6264,6264,3136315.985,12:55:02:499,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,13.1364,13.1364,3.2747,615.6852,504.2713,-,-,-,-,0.0000,0.0000,0.0000,-100.0438,-83.5653,671.7412,1097.4963,824.5064,-,-,-,-,-,-,-,-
6265,6265,3136335.865,12:55:02:519,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.9915,12.9915,3.2415,615.5542,498.4997,-,-,-,-,0.0000,0.0000,0.0000,-100.1353,-83.6424,672.2194,1097.4251,824.3868,-,-,-,-,-,-,-,-
6266,6266,3136355.745,12:55:02:539,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,12.5597,12.5597,3.1414,616.4842,488.8415,-,-,-,-,0.0000,0.0000,0.0000,-100.3537,-83.8988,673.4753,1097.4642,824.3413,-,-,-,-,-,-,-,-
6267,6267,3136375.609,12:55:02:559,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,13.0755,13.0755,3.2693,615.5583,494.9209,-,-,-,-,0.0000,0.0000,0.0000,-100.3597,-83.9507,673.6839,1097.4541,824.8666,-,-,-,-,-,-,-,-
6268,6268,3136395.631,12:55:02:579,Trial001,01 neutre2.avi,0.0,16337.723,41,CornflowerBlue,99.0346,Eye,Fixation,4,13.0891,13.0891,3.2714,620.1182,498.8362,-,-,-,-,0.0000,0.0000,0.0000,-100.3437,-83.9545,673.4110,1097.3691,824.9825,-,-,-,-,-,-,-,-
